listing_id,high,low,medium
6873427,0.161,0.6095,0.2295
6831193,0.086,0.6930333333333333,0.2209666666666667
6903787,0.002,0.9585,0.0395
7188447,0.075,0.714,0.211
6853743,0.774,0.136,0.09
6932240,0.11,0.549,0.341
6888448,0.021,0.914,0.065
6880876,0.095,0.711,0.194
6911456,0.042,0.355,0.603
6908535,0.068,0.682,0.25
7124805,0.305,0.508,0.187
6838725,0.016399999999999998,0.8936000000000001,0.09
6868069,0.075,0.6905,0.2345
6880932,0.008,0.87825,0.11375
6925855,0.011,0.972,0.017
6889915,0.0,0.975,0.025
6856867,0.04175,0.819,0.13925
6913318,0.015,0.364,0.621
6918137,0.055,0.784,0.161
6926425,0.019,0.86,0.121
7215680,0.023,0.75,0.227
6914015,0.075,0.5705,0.3545
6858595,0.1,0.728,0.172
6940686,0.003,0.987,0.01
6846216,0.023,0.818,0.159
6839677,0.045,0.729,0.226
6906729,0.005,0.937,0.058
6944652,0.07866666666666666,0.7813333333333332,0.14
6905454,0.24,0.326,0.434
7098741,0.136,0.586,0.278
6857366,0.10666666666666667,0.5653333333333334,0.328
6927276,0.065,0.529,0.406
6815321,0.012,0.953,0.035
6917243,0.074,0.6456666666666667,0.2803333333333334
6920071,0.028,0.758,0.214
6863496,0.01,0.963,0.027
6945983,0.405,0.302,0.293
6829353,0.005,0.854,0.141
7216785,0.009,0.928,0.063
6875395,0.056,0.693,0.251
6928925,0.067,0.62,0.313
6825082,0.092,0.544,0.364
6876242,0.097,0.488,0.415
6883901,0.007,0.958,0.035
6889320,0.089,0.594,0.317
6934254,0.179,0.436,0.385
6903825,0.026,0.676,0.298
6901460,0.036,0.628,0.336
6837412,0.0,0.986,0.014
6901079,0.099,0.611,0.29
6934317,0.014,0.9373333333333334,0.048666666666666664
6853396,0.0,0.995,0.005
6856945,0.001,0.943,0.056
6878597,0.058,0.358,0.584
6872666,0.017,0.897,0.086
7217329,0.22,0.448,0.332
6845852,0.002,0.902,0.096
6888954,0.032,0.624,0.344
6879076,0.118,0.609,0.273
6881299,0.001,0.996,0.003
6819334,0.011,0.66,0.329
6946828,0.098,0.347,0.555
6907850,0.001,0.974,0.025
6834489,0.062,0.683,0.255
7169398,0.009,0.885,0.106
6821409,0.13,0.311,0.559
6947756,0.176,0.399,0.425
6889966,0.013,0.794,0.193
6935227,0.0,0.964,0.036
6929032,0.001,0.76,0.239
6936725,0.0,0.565,0.435
6883737,0.155,0.396,0.449
7193170,0.001,0.993,0.006
6817603,0.179,0.474,0.347
6893468,0.003,0.923,0.074
6918287,0.086,0.569,0.345
6864962,0.021,0.834,0.145
6839769,0.7275,0.126,0.1465
6924154,0.003,0.5395,0.4575
6827939,0.023,0.958,0.019
7096939,0.849,0.125,0.026
6812819,0.059,0.746,0.195
6855233,0.0,0.999,0.001
6903423,0.017,0.859,0.124
6938013,0.004,0.964,0.032
7087863,0.232,0.5537000000000001,0.21430000000000002
6817537,0.018,0.938,0.044
6856872,0.007,0.6003999999999999,0.3926
6910332,0.04386666666666666,0.8591333333333334,0.097
6947196,0.111,0.399,0.49
6862219,0.025,0.72,0.255
6936249,0.06,0.319,0.621
6914380,0.252,0.438,0.31
6901588,0.02733333333333333,0.7136666666666667,0.259
6871301,0.018,0.903,0.079
6906778,0.001,0.981,0.018
6932089,0.015,0.784,0.201
6817435,0.057,0.81,0.133
6863640,0.002,0.989,0.009
6862357,0.023,0.923,0.054
6863187,0.325,0.317,0.358
6902175,0.087,0.548,0.365
6900408,0.233,0.532,0.235
6841299,0.052,0.8438333333333332,0.10416666666666666
6929221,0.10266666666666666,0.6001000000000001,0.29723333333333335
6840247,0.043,0.799,0.158
7104072,0.046,0.8000833333333334,0.15391666666666665
6925610,0.035,0.725,0.24
6919116,0.11,0.554,0.336
6831216,0.23166666666666666,0.5673333333333334,0.201
6934636,0.013,0.937,0.05
6892050,0.146,0.452,0.402
6896137,0.226,0.393,0.381
6851508,0.053,0.643,0.304
7128102,0.003,0.947,0.05
6874206,0.032,0.806,0.162
6824657,0.016,0.875,0.109
6816298,0.05,0.626,0.324
6906320,0.079,0.664,0.257
6903957,0.0,0.999,0.001
6885648,0.004,0.949,0.047
6903019,0.014,0.893,0.093
6930217,0.0615,0.0975,0.841
6832230,0.011,0.931,0.058
6826699,0.013,0.832,0.155
6836103,0.058,0.843,0.099
6894036,0.012,0.945,0.043
6901930,0.009,0.944,0.047
6922245,0.085,0.629,0.286
6877382,0.033,0.749,0.218
6864970,0.062,0.722,0.216
6836407,0.023,0.866,0.111
7227662,0.014,0.737,0.249
6870641,0.18833333333333335,0.6316666666666666,0.18
6923886,0.0,0.965,0.035
6819999,0.004,0.964,0.032
6934853,0.023,0.875,0.102
6867445,0.027,0.8135,0.1595
6832950,0.032,0.743,0.225
6904248,0.029,0.748,0.223
7228482,0.001,0.999,0.0
6815295,0.19,0.727,0.083
6886931,0.033,0.5825,0.3845
6874043,0.12,0.769,0.111
6946252,0.04,0.661,0.299
6920961,0.008,0.939,0.053
6841791,0.247,0.457,0.296
6922735,0.065,0.537,0.398
6861641,0.065,0.744,0.191
6947772,0.047,0.441,0.512
6881037,0.089,0.77925,0.13175
6902311,0.001,0.971,0.028
7141992,0.033,0.8693333333333333,0.09766666666666665
6914847,0.025,0.813,0.162
6932747,0.007,0.8855,0.1075
6864069,0.043,0.673,0.284
6857434,0.2325,0.4095,0.358
6863658,0.122,0.735,0.143
6881118,0.0,0.996,0.004
6942383,0.14,0.345,0.515
6813579,0.019,0.783,0.198
6834782,0.026,0.616,0.358
6836876,0.01,0.9543333333333334,0.03566666666666667
6857965,0.002,0.977,0.021
7171957,0.067,0.476,0.457
6929693,0.029,0.632,0.339
6881505,0.006,0.935,0.059
6856566,0.032,0.787,0.181
6889705,0.072,0.386,0.542
6823616,0.015,0.8605,0.1245
6874743,0.008,0.9,0.092
6902090,0.036,0.7911,0.1729
6870268,0.107,0.515,0.378
6880051,0.081,0.765,0.154
6845795,0.125,0.521,0.354
7224442,0.005,0.653,0.342
6851436,0.359,0.283,0.358
6921584,0.032,0.671,0.297
6813126,0.1565,0.457,0.3865
6827112,0.127,0.352,0.521
6842390,0.064,0.675,0.261
6911300,0.21,0.1700833333333333,0.6199166666666668
6889502,0.035,0.722,0.243
6936883,0.038,0.808,0.154
6867426,0.002,0.986,0.012
6902030,0.005,0.77425,0.22075
6848818,0.004,0.966,0.03
6928116,0.101,0.538,0.361
6940475,0.002,0.883,0.115
6832627,0.34,0.374,0.286
6816364,0.027,0.809,0.164
6819264,0.119,0.806,0.075
6840208,0.008,0.909,0.083
6844780,0.05025,0.65475,0.295
6927109,0.037,0.496,0.467
7233646,0.046,0.754,0.2
6907865,0.013,0.881,0.106
6885633,0.006,0.939,0.055
6919357,0.306,0.139,0.555
6819390,0.002,0.903,0.095
6926833,0.0,0.99,0.01
6865711,0.019,0.884,0.097
6865084,0.017,0.021,0.962
6912887,0.092,0.556,0.352
6936417,0.019,0.853,0.128
6923217,0.066,0.7122,0.22180000000000002
6886454,0.008,0.929,0.063
6854905,0.21,0.5405,0.2495
6920872,0.026,0.677,0.297
6834408,0.261,0.474,0.265
6913250,0.04,0.684,0.276
6906750,0.0,0.998,0.002
6888877,0.054,0.477,0.469
6918353,0.0,0.969,0.031
6941169,0.111,0.449,0.44
6839566,0.065,0.683,0.252
6840785,0.059,0.699,0.242
7184139,0.091,0.4745,0.4345
6835396,0.009,0.979,0.012
6836547,0.0,0.996,0.004
6816133,0.089,0.573,0.338
6830223,0.044,0.754,0.202
6878200,0.3737,0.176,0.4503000000000001
6890685,0.031,0.8046666666666668,0.1643333333333333
7214568,0.058,0.477,0.465
6852956,0.003,0.9321333333333334,0.06486666666666667
6870060,0.003,0.983,0.014
6868453,0.848,0.064,0.088
6831394,0.35716666666666663,0.3445,0.2983333333333334
6823938,0.108,0.579,0.313
6882023,0.054,0.587,0.359
7098355,0.065,0.707,0.228
6817929,0.023,0.8105,0.1665
6937378,0.001,0.995,0.004
6919502,0.084,0.653,0.263
6865900,0.015,0.845,0.14
6893460,0.006,0.939,0.055
6874401,0.147,0.58,0.273
6863590,0.096,0.638,0.266
7121820,0.046200000000000005,0.7797999999999999,0.174
6878098,0.037333333333333336,0.36,0.6026666666666667
6879576,0.135,0.463,0.402
6828804,0.044333333333333336,0.8876666666666666,0.068
7126452,0.029,0.594,0.377
6853910,0.101,0.581,0.318
6858116,0.068,0.684,0.248
6933582,0.01,0.83,0.16
6833233,0.132,0.736,0.132
6862071,0.123,0.707,0.17
6898244,0.272,0.3763333333333333,0.3516666666666667
6822306,0.0405,0.6225,0.337
7151289,0.052,0.661,0.287
6893162,0.059,0.7326666666666667,0.20833333333333331
6868151,0.017,0.876,0.107
6860334,0.09,0.698,0.212
6861733,0.028,0.87,0.102
6915913,0.01,0.956,0.034
6888077,0.076,0.717,0.207
6942098,0.578,0.094,0.328
6891275,0.024,0.766,0.21
6934449,0.063,0.774,0.163
6877865,0.044,0.75,0.206
6905765,0.001,0.976,0.023
6924023,0.004,0.901,0.095
7178917,0.035,0.609,0.356
6874076,0.194,0.1675,0.6385
6869354,0.0,0.998,0.002
6944499,0.045,0.8563333333333333,0.09866666666666665
6883757,0.064,0.243,0.693
6881865,0.033,0.828,0.139
6821239,0.015,0.883,0.102
6924141,0.197,0.577,0.226
7232150,0.317,0.25,0.433
7220564,0.03,0.659,0.311
6906203,0.104,0.6795,0.2165
6934357,0.03,0.796,0.174
6850729,0.027,0.816,0.157
6922726,0.226,0.24,0.534
6840935,0.002,0.9294333333333334,0.06856666666666666
6916701,0.152,0.3805,0.4675
7156487,0.0,0.998,0.002
6829964,0.152,0.594,0.254
6817934,0.636,0.148,0.216
6888266,0.028,0.646,0.326
6842968,0.109,0.555,0.336
6861296,0.008,0.98,0.012
6917490,0.01,0.872,0.118
6871357,0.0,0.972,0.028
7148261,0.0555,0.6660833333333332,0.2784166666666667
6832991,0.0,0.993,0.007
6825902,0.08216666666666665,0.488,0.4298333333333333
6858289,0.016,0.877,0.107
6904983,0.034,0.791,0.175
6926410,0.035,0.907,0.058
6880955,0.017,0.8796666666666667,0.10333333333333335
6924576,0.014,0.855,0.131
7092843,0.095,0.419,0.486
6884488,0.0215,0.8325,0.146
6899507,0.403,0.209,0.388
6927158,0.002,0.96,0.038
6931864,0.078,0.422,0.5
6829077,0.075,0.779,0.146
6813895,0.01,0.877,0.113
6858482,0.009,0.917,0.074
6879968,0.202,0.484,0.314
6892609,0.018,0.91,0.072
6894696,0.32,0.21883333333333335,0.46116666666666667
6855725,0.061,0.7023333333333333,0.2366666666666667
7206018,0.165,0.512,0.323
6924048,0.118,0.488,0.394
6848423,0.137,0.4382,0.4248
6928536,0.002,0.914,0.084
6840062,0.09,0.6128333333333333,0.29716666666666663
6906621,0.229,0.1935,0.5775
6891313,0.014,0.761,0.225
6918976,0.001,0.973,0.026
7229831,0.018,0.66,0.322
6859906,0.067,0.506,0.427
6854706,0.111,0.668,0.221
6941408,0.094,0.47725,0.42875
6935391,0.069,0.186,0.745
6857056,0.005,0.818,0.177
6864643,0.001,0.949,0.05
6919735,0.05,0.6773333333333333,0.2726666666666666
6832625,0.109,0.518,0.373
6859782,0.063,0.799,0.138
6863583,0.034,0.853,0.113
7107202,0.006,0.901,0.093
6883137,0.1,0.524,0.376
6828266,0.02,0.699,0.281
7558465,0.037,0.697,0.266
6896876,0.26975,0.371,0.35925
6846406,0.112,0.5826666666666667,0.3053333333333333
6897350,0.016,0.693,0.291
6847703,0.117,0.675,0.208
6862930,0.008,0.836,0.156
7230925,0.0275,0.8855,0.087
6891381,0.067,0.614,0.319
6871542,0.17625,0.45075,0.373
6902924,0.226,0.42,0.354
6928149,0.06725,0.62275,0.31
6886914,0.024,0.648,0.328
6837990,0.008,0.8585,0.1335
7164469,0.016,0.813,0.171
6820728,0.063,0.681,0.256
6820985,0.178,0.442,0.38
6867571,0.004,0.951,0.045
6874868,0.046,0.798,0.156
6877847,0.6164666666666666,0.10553333333333333,0.278
6867128,0.012,0.877,0.111
7170091,0.015,0.84475,0.14025
6924752,0.018,0.8230833333333334,0.15891666666666665
6934632,0.11,0.5437666666666666,0.34623333333333334
6922654,0.003,0.985,0.012
6948178,0.049,0.788,0.163
7062274,0.029,0.879,0.092
6887819,0.012,0.85,0.138
6826216,0.002,0.933,0.065
6891866,0.036,0.782,0.182
6824581,0.092,0.303,0.605
6905754,0.083,0.656,0.261
6876448,0.015,0.892,0.093
6882058,0.002,0.82075,0.17725
6832629,0.039,0.683,0.278
6814816,0.058,0.376,0.566
6894999,0.151,0.59,0.259
6892344,0.011,0.833,0.156
6860414,0.0,0.998,0.002
6831520,0.153,0.308,0.539
6854231,0.204,0.486,0.31
6932750,0.033,0.691,0.276
7210837,0.052,0.6195,0.3285
6869524,0.008,0.896,0.096
6817654,0.015,0.967,0.018
6935034,0.046,0.787,0.167
6931968,0.066,0.527,0.407
6884792,0.066,0.615,0.319
7133045,0.024,0.898,0.078
6907264,0.591,0.084,0.325
6892967,0.027,0.673,0.3
6937557,0.223,0.266,0.511
6942979,0.027,0.734,0.239
6934883,0.017,0.9,0.083
6897139,0.016,0.84,0.144
6898824,0.053,0.62,0.327
7091036,0.031,0.956,0.013
6850415,0.04,0.711,0.249
6933461,0.013,0.717,0.27
6923981,0.0,1.0,0.0
6911371,0.059,0.447,0.494
6852017,0.031,0.583,0.386
7225044,0.019600000000000003,0.7934,0.187
6886263,0.024,0.663,0.313
6847032,0.29291666666666666,0.6035833333333334,0.1035
6929250,0.17775,0.34225,0.48
6930886,0.081,0.782,0.137
6876373,0.0595,0.7455,0.195
6860371,0.003928571428571429,0.9910714285714286,0.005
7178010,0.0135,0.8435,0.143
6882882,0.013,0.6845,0.3025
6906879,0.083,0.614,0.303
6855794,0.023,0.767,0.21
6861837,0.1,0.374,0.526
6942996,0.269,0.124,0.607
6912345,0.025,0.624,0.351
6930921,0.123,0.3,0.577
6936617,0.225,0.462,0.313
6844293,0.078,0.394,0.528
6825338,0.20263333333333333,0.526,0.2713666666666667
6837810,0.037,0.283,0.68
6926190,0.001,0.999,0.0
6840367,0.025,0.754,0.221
7206931,0.017,0.872,0.111
7191875,0.0,0.99,0.01
6848922,0.033,0.855,0.112
6945507,0.195,0.414,0.391
6838316,0.13933333333333334,0.6976666666666668,0.163
6886059,0.014,0.833,0.153
6906169,0.003,0.9725,0.0245
7168635,0.118,0.727,0.155
6926384,0.0,0.997,0.003
6838461,0.003,0.952,0.045
6860740,0.013,0.8945,0.0925
6896068,0.03,0.856,0.114
6862146,0.003,0.968,0.029
7485494,0.228,0.303,0.469
6859815,0.021,0.795,0.184
6942751,0.041,0.558,0.401
6894242,0.024,0.885,0.091
6875461,0.167,0.5333333333333332,0.29966666666666664
6847949,0.018,0.879,0.103
6945973,0.009,0.688,0.303
6884773,0.019,0.689,0.292
7207878,0.0,0.9889333333333334,0.011066666666666666
6843454,0.001,0.9534166666666666,0.04558333333333334
6826054,0.055,0.797,0.148
6865200,0.031,0.849,0.12
6844871,0.064,0.6,0.336
6813794,0.089,0.613,0.298
6908539,0.052,0.792,0.156
6843210,0.067,0.723,0.21
6937306,0.015,0.827,0.158
6947185,0.058,0.323,0.619
6848603,0.04,0.61,0.35
6833752,0.066,0.554,0.38
7113570,0.044,0.699,0.257
6913825,0.006,0.845,0.149
6861754,0.025,0.661,0.314
6917091,0.093,0.5570714285714286,0.3499285714285714
6938897,0.018,0.673,0.309
6836877,0.086,0.6036666666666668,0.3103333333333333
6918124,0.034,0.802,0.164
6874330,0.048,0.451,0.501
7171696,0.1681666666666667,0.542,0.2898333333333334
6947157,0.016,0.941,0.043
6856512,0.195,0.4318999999999999,0.3731000000000001
6859831,0.054,0.192,0.754
6822421,0.004,0.972,0.024
6834716,0.015,0.8913333333333333,0.09366666666666666
6883302,0.001,0.983,0.016
6826267,0.397,0.275,0.328
6827529,0.045,0.862,0.093
6938653,0.039,0.81,0.151
6932415,0.46,0.268,0.272
6821508,0.201,0.462,0.337
6944567,0.014,0.947,0.039
6852507,0.047,0.649,0.304
7204455,0.041,0.801,0.158
6907993,0.05,0.626,0.324
6867856,0.008,0.9696666666666667,0.022333333333333334
6947705,0.02,0.837,0.143
6875793,0.73,0.102,0.168
6832588,0.10975,0.32225,0.568
6839860,0.236,0.135,0.629
6902843,0.10553333333333333,0.419,0.4754666666666667
6866220,0.007,0.911,0.082
6821895,0.45571428571428574,0.24461904761904762,0.2996666666666667
6888025,0.156,0.7136666666666668,0.1303333333333333
6893357,0.083,0.553,0.364
6872540,0.0505,0.5556666666666668,0.39383333333333337
7138175,0.044,0.729,0.227
6941836,0.16,0.512,0.328
6918373,0.008,0.904,0.088
6942713,0.042,0.481,0.477
6917666,0.011,0.93,0.059
6907367,0.027,0.93,0.043
6839975,0.065,0.781,0.154
6835848,0.001,0.993,0.006
7092233,0.326,0.453,0.221
6878460,0.107,0.681,0.212
6901726,0.005,0.9,0.095
6877120,0.021,0.69,0.289
6913429,0.195,0.347,0.458
6843468,0.014,0.787,0.199
6862964,0.01,0.895,0.095
6850290,0.046,0.6275,0.3265
6831479,0.018,0.8743,0.1077
6923045,0.306,0.377,0.317
6910338,0.0,0.945,0.055
6877693,0.153,0.606,0.241
6935745,0.036,0.565,0.399
6924457,0.012,0.914,0.074
6874609,0.019,0.927,0.054
6928816,0.066,0.71,0.224
6850313,0.027,0.778,0.195
6820566,0.005,0.961,0.034
6922381,0.007,0.881,0.112
6910946,0.06,0.454,0.486
7205202,0.1194,0.434,0.4466
6816492,0.038,0.68075,0.28125
6878267,0.382,0.154,0.464
6847925,0.006,0.958,0.036
6827037,0.018,0.7025,0.2795
6879381,0.065,0.672,0.263
7130589,0.012,0.8126666666666666,0.17533333333333334
6837269,0.027,0.814,0.159
6833837,0.001,0.975,0.024
6893923,0.007,0.857,0.136
6830085,0.002,0.99,0.008
6948414,0.15,0.0565,0.7935
6877471,0.021,0.79,0.189
6886474,0.016,0.945,0.039
6909402,0.018,0.86,0.122
6948343,0.229,0.307,0.464
6835751,0.02,0.8515,0.1285
6891886,0.09,0.4676666666666667,0.44233333333333336
7175199,0.013,0.81,0.177
6857154,0.105,0.4633333333333334,0.43166666666666664
6865140,0.036,0.666,0.298
6891930,0.273,0.304,0.423
6871650,0.024,0.811,0.165
6880914,0.054,0.72275,0.22325
6907339,0.08825,0.4391666666666667,0.4725833333333333
6929886,0.011,0.881,0.108
6901970,0.027,0.872,0.101
6841976,0.008,0.913,0.079
6847747,0.015,0.708,0.277
6826389,0.0988,0.495,0.4062
6948470,0.121,0.5532333333333334,0.32576666666666665
6861275,0.004,0.979,0.017
6936110,0.006,0.9125,0.0815
6940785,0.008,0.907,0.085
6886190,0.053,0.6135,0.3335
6843391,0.231,0.513,0.256
6895978,0.01,0.92,0.07
6837076,0.148,0.472,0.38
6946788,0.024,0.852,0.124
6892630,0.022,0.899,0.079
6882552,0.095,0.6466666666666666,0.2583333333333333
6932961,0.149,0.404,0.447
7200383,0.105,0.77,0.125
6942876,0.053,0.47,0.477
6863413,0.125,0.5451666666666667,0.32983333333333337
6937303,0.074,0.7992999999999998,0.12669999999999998
6944925,0.038,0.839,0.123
6927493,0.04,0.695,0.265
6836002,0.0,0.999,0.001
6907343,0.008,0.955,0.037
6859537,0.031,0.731,0.238
6863956,0.007,0.977,0.016
6845123,0.231,0.415,0.354
6818376,0.023,0.924,0.053
6865946,0.007,0.932,0.061
6904059,0.035333333333333335,0.6286666666666667,0.336
7088257,0.056,0.838,0.106
6892889,0.066,0.591,0.343
6929462,0.065,0.716,0.219
6940860,0.009,0.798,0.193
6857521,0.28,0.30865,0.4113500000000001
6900382,0.0,0.998,0.002
6862655,0.133,0.48028333333333334,0.38671666666666665
6908122,0.62,0.281,0.099
7188589,0.03,0.526,0.444
6927597,0.072,0.561,0.367
6854387,0.001,0.335,0.664
6946564,0.044,0.626,0.33
6824653,0.042,0.6685,0.2895
6855068,0.009,0.908,0.083
6933607,0.007,0.894,0.099
6877083,0.042,0.738,0.22
6855646,0.089,0.567,0.344
6895612,0.044,0.812,0.144
6901451,0.051,0.336,0.613
6826994,0.07,0.608,0.322
6856891,0.4565,0.129,0.4145
6822614,0.03983333333333333,0.7951666666666667,0.165
6924003,0.002,0.981,0.017
6900955,0.178,0.411,0.411
6886578,0.001,0.646,0.353
6818712,0.002,0.916,0.082
6868828,0.31700000000000006,0.237,0.446
6921902,0.018,0.646,0.336
6814333,0.038,0.813,0.149
6844031,0.017,0.8520000000000001,0.131
6837496,0.061,0.7925,0.1465
6857609,0.0096,0.9574,0.033
6876022,0.007,0.962,0.031
6888602,0.005,0.985,0.01
6913040,0.104,0.744,0.152
6862677,0.006,0.961,0.033
7234281,0.001,0.996,0.003
6892605,0.031,0.8866666666666667,0.08233333333333334
6896431,0.109,0.34,0.551
6832137,0.003,0.935,0.062
6816608,0.033,0.7646666666666666,0.20233333333333334
6852000,0.04716666666666666,0.58,0.3728333333333333
6919519,0.3916,0.2474,0.361
6896371,0.785,0.07,0.145
6932466,0.21841666666666668,0.46458333333333335,0.317
6891597,0.011,0.894,0.095
6935259,0.045,0.801,0.154
6881838,0.003,0.91,0.087
6892018,0.008,0.929,0.063
7104023,0.142,0.499,0.359
6887420,0.246,0.5484,0.2056
6935483,0.025,0.837,0.138
6939804,0.002,0.896,0.102
6917962,0.006,0.746,0.248
6932675,0.476,0.26,0.264
6849682,0.013,0.103,0.884
6834585,0.26125,0.6009166666666667,0.13783333333333334
7215487,0.0124,0.8146,0.173
6812119,0.039,0.661,0.3
6938329,0.044,0.48,0.476
6824064,0.003,0.922,0.075
6845326,0.202,0.6878333333333334,0.11016666666666666
6860835,0.051,0.272,0.677
6815005,0.049,0.691,0.26
7175589,0.039,0.6685,0.2925
6935827,0.043,0.597,0.36
6909003,0.263,0.239,0.498
6921396,0.02,0.856,0.124
6851013,0.492,0.162,0.346
6817959,0.1755,0.451,0.3735
6822199,0.24,0.436,0.324
6942999,0.126,0.285,0.589
7196254,0.039,0.784,0.177
6895977,0.018,0.697,0.285
6832093,0.033,0.555,0.412
6820518,0.30116666666666664,0.376,0.32283333333333336
6890972,0.251,0.306,0.443
6828656,0.011,0.931,0.058
7222949,0.0,0.999,0.001
6844787,0.136,0.271,0.593
6918226,0.0054,0.8896000000000001,0.105
6852431,0.081,0.7365,0.1825
6935686,0.023,0.835,0.142
7221521,0.037,0.526,0.437
6854727,0.0,0.995,0.005
6849821,0.078,0.528,0.394
6898938,0.041,0.763,0.196
6818046,0.018,0.754,0.228
6847469,0.013,0.8,0.187
6861434,0.023,0.705,0.272
6946498,0.065,0.56,0.375
6861323,0.03,0.713,0.257
6818201,0.033,0.794,0.173
6889011,0.0,0.9879166666666668,0.012083333333333331
6898472,0.02,0.8853333333333334,0.09466666666666666
6937961,0.0,0.992,0.008
6868226,0.045,0.8,0.155
7439122,0.02,0.9195,0.0605
7193654,0.006,0.854,0.14
6865126,0.004,0.878,0.118
6918992,0.016,0.768,0.216
6850424,0.096,0.671,0.233
7239602,0.045,0.752,0.203
6863196,0.021,0.818,0.161
7100793,0.085,0.633,0.282
6850716,0.002,0.968,0.03
6865991,0.0,0.974,0.026
6830083,0.349,0.324,0.327
6935048,0.003,0.989,0.008
6899399,0.077,0.62,0.303
6922753,0.018,0.8185,0.1635
7163701,0.117,0.59205,0.29095
6942679,0.032,0.716,0.252
6888688,0.014,0.923,0.063
6899621,0.063,0.5217333333333334,0.4152666666666667
6844538,0.2802,0.4828,0.237
6832224,0.10455000000000002,0.674,0.22145
6872800,0.03166666666666667,0.774,0.19433333333333333
6859320,0.04,0.788,0.172
7166119,0.0,0.993,0.007
6910221,0.054,0.6103333333333334,0.33566666666666667
6813077,0.101,0.536,0.363
6832641,0.359,0.345,0.296
6919846,0.004,0.899,0.097
6843989,0.013,0.904,0.083
6910030,0.003,0.861,0.136
6877399,0.088,0.45,0.462
6902455,0.047,0.619,0.334
7187934,0.108,0.6167,0.2753
6845152,0.06816666666666667,0.4858333333333334,0.446
6930515,0.102,0.527,0.371
6879382,0.193,0.575,0.232
6918889,0.003,0.494,0.503
6826460,0.087,0.396,0.517
6905502,0.13,0.6519333333333334,0.21806666666666671
7191898,0.01,0.959,0.031
6868522,0.182,0.3728333333333333,0.44516666666666665
6907154,0.007,0.356,0.637
6841355,0.09633333333333333,0.6476666666666666,0.256
6948515,0.029,0.847,0.124
6886734,0.036,0.773,0.191
6891243,0.1,0.592,0.308
6890510,0.021,0.894,0.085
6872221,0.006,0.916,0.078
6856902,0.042,0.532,0.426
6831891,0.008,0.943,0.049
6821119,0.037,0.508,0.455
6813318,0.046,0.762,0.192
6921294,0.016,0.7406666666666667,0.24333333333333332
6868990,0.07,0.67,0.26
6825480,0.046,0.767,0.187
6867238,0.048,0.526,0.426
6827041,0.032,0.669,0.299
6934130,0.162,0.461,0.377
6841647,0.002,0.954,0.044
6851115,0.02,0.779,0.201
6821836,0.0,0.995,0.005
6840305,0.172,0.42483333333333334,0.4031666666666667
6946524,0.078,0.137,0.785
6942678,0.28,0.268,0.452
6921616,0.012,0.828,0.16
6847374,0.005,0.978,0.017
6861945,0.061,0.717,0.222
6948005,0.027,0.808,0.165
6885255,0.025,0.849,0.126
6895521,0.101,0.389,0.51
6833335,0.0295,0.8935,0.077
6825111,0.18955,0.563,0.24745000000000006
6904385,0.166,0.45,0.384
7128683,0.003,0.993,0.004
6921146,0.12,0.6406666666666666,0.23933333333333334
6909889,0.097,0.799,0.104
6904119,0.032,0.821,0.147
6813175,0.22,0.4663333333333334,0.3136666666666667
6924982,0.009,0.929,0.062
6926510,0.161,0.321,0.518
6853298,0.097,0.7668333333333333,0.13616666666666666
6827791,0.09,0.61,0.3
6868110,0.0455,0.803,0.1515
6847840,0.051,0.6051666666666667,0.3438333333333334
6859346,0.002,0.918,0.08
6925755,0.0635,0.436,0.5005
7118610,0.041,0.799,0.16
6926732,0.004,0.939,0.057
6837014,0.241,0.427,0.332
6869911,0.007,0.984,0.009
6832530,0.006,0.723,0.271
6887934,0.073,0.757,0.17
7161969,0.001,0.954,0.045
6903924,0.069,0.721,0.21
6919266,0.002,0.901,0.097
6859027,0.0725,0.724,0.2035
6925760,0.006,0.518,0.476
6837718,0.037,0.618,0.345
6885295,0.381,0.353,0.266
6912458,0.059,0.64275,0.29825
6813625,0.172,0.432,0.396
6898928,0.004,0.777,0.219
6942994,0.125,0.157,0.718
6858882,0.026,0.708,0.266
7214616,0.002,0.948,0.05
6845049,0.107,0.712,0.181
6904193,0.072,0.605,0.323
6862739,0.025,0.833,0.142
6890582,0.066,0.88,0.054
6914117,0.0036666666666666666,0.9273333333333333,0.069
6862290,0.032,0.543,0.425
7220839,0.017,0.874,0.109
6812947,0.042083333333333334,0.779,0.17891666666666667
6888758,0.011,0.911,0.078
6880975,0.018,0.859,0.123
6828079,0.002,0.996,0.002
6944731,0.0,0.991,0.009
6813848,0.37,0.339,0.291
6901705,0.001,0.968,0.031
6823796,0.009,0.8965,0.0945
6922521,0.021,0.856,0.123
6897482,0.097,0.793,0.11
6901093,0.011,0.947,0.042
6826872,0.003,0.945,0.052
7093439,0.021,0.912,0.067
6887680,0.001,0.99,0.009
6812882,0.8383571428571429,0.09064285714285715,0.071
6824731,0.319,0.258,0.423
6814287,0.073,0.475,0.452
6869261,0.0,0.996,0.004
6868887,0.012,0.8316666666666668,0.15633333333333335
6813338,0.405,0.197,0.398
6854571,0.199,0.507,0.294
6937605,0.366,0.23,0.404
6866784,0.002,0.973,0.025
6824740,0.186,0.5723333333333334,0.24166666666666667
6903531,0.022,0.724,0.254
6937462,0.004,0.921,0.075
7088389,0.113,0.681,0.206
6934840,0.002,0.98,0.018
6895115,0.166,0.345,0.489
